id_direccion,calle,numero_puerta,localidad,departamento,codigo_postal,latitud,longitud,te_voip,letra_zona
"360","HERMOGENEZ RUIZ","S/N","ULLUM","ULLUM","5409","-31.4693984","-68.7393091","4307749","O"
"361","LAPRIDA Y JUAN PABLO II","S/N","RODEO","IGLESIA","5467","-30.2153749","-69.1442466","4302112","L"
"362","CALLE 20 ENTRE CALLE 13 Y 16","S/N","LAS CASUARINAS","25 DE MAYO","5443","-31.8611114","-68.3230879","4307953","Y"
"363","PEDRO ECHAGUE Y 4 DE DICIEMBRE","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5286848","-68.4986381","4307695","P"
"364","AV. RIOJA Y CIRCUNVALACION","1457","CAPITAL","CAPITAL","5400","-31.5167802","-68.5232218","4307545","C"
"365","CENTENARIO ","S/N","VILLA PAULA","CHIMBAS","5413","-31.4766419","-68.51141","4307796","S"
"366","ALFREDO FORTABAT","3070","B° FRANKLIN RAWSON","RAWSON","5406","-31.5719334","-68.5751717","4302049","R"
"367","RAWSON Y SAN MARTIN","S/N","SAN JOSE DE JACHAL","JACHAL","5460","-30.2429465","-68.7446062","No registrado","G"
"368","ALVEAR","3979","RAWSON","RAWSON","5406","-31.5735174","-68.5356583","No registrado","R"
"369","TUCUMAN","1040","CONCEPCION","CAPITAL","5400","-31.5209243","-68.5238271","4307608","R"
"370","AV. PAULA A. DE SARMIENTO Y VICEGDOR LUIS CATTANI","S/N","RIVADAVIA","RIVADAVIA","5407","-31.5152672","-68.5645681","4307596","O"
"371","AV. PAULA ALBARRACIN DE SARMIENTO","425","CAPITAL","CAPITAL","5400","-31.5347691","-68.5531388","4307605","B"
"372","MARADONA","2321","B° GUEMES","CHIMBAS","5413","-31.4924978","-68.5512473","4307846","S"
"373","SARMIENTO","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.4511457","-68.4035333","4302221","S"
"374","GUILLERMO RAWSON","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.4481695","-68.405568","4307730","S"
"375","PROYECTADA ","S/N","CAMPO AFUERA","ALBARDON","5419","-31.4214972","-68.5391203","4307985","S"
"376","PROYECTADA Y OBRERO MUNICIPAL","S/N","CAMPO AFUERA","ALBARDON","5419","-31.5044292","-68.3617209","4302223","P"
"377","CALLEJON SORIA","S/N","VILLA SAN MARTIN","ALBARDON","5419","-31.4355471","-68.5136597","No registrado","S"
"378","SIN DATOS","S/N","CHIMBAS","CHIMBAS","5413","0","0","No registrado","S/D"
"379","SEGOVIA ESQUINA COMBATE DE SAN LORENZO","S/N","VILLA EL SALVADOR","ANGACO","5415","-31.4517567","-68.4038065","4302351","S"
"380","EVA PERON Y L.N.ALEM","S/N","VILLA DEL SALVADOR","ANGACO","5415","-31.456933","-68.4091945","4307726","S"
"381","21 DE FEBRERO  ENTRE NACIONAL Y ZAPATA","S/N","LAS TAPIAS","ANGACO","5415","-31.4060825","-68.4146123","4307868","S"
"382","21 DE FEBRERO PASANDO BELGRANO","S/N","LAS TAPIAS","ANGACO","5415","-31.4070049","-68.3396741","4307867","S"
"383","CALLE AGUILERA Y ZAPATA","S/N","PLUMERILLO","ANGACO","5415","-31.4449151","-68.4263956","4307724","S"
"384","HIPoLITO IRIGOYEN ","S/N","BARREAL","CALINGASTA","5403","-31.6539667","-69.4769252","4307746","T"
"385","JUAN JUFRE ","S/N","VILLA CALINGASTA","CALINGASTA","5403","-31.3331844","-69.4218933","4307734","T"
"386","ANTONIO DE LA TORRE Y RODOLFO PAEZ ORO","S/N","B° FRONDIZI","CAPITAL","5400","-31.5076944","-68.5126388","4302342","C"
"387","MENDOZA ENTRE 25 DE MAYO Y SAN LUIS","S/N","CAPITAL","CAPITAL","5400","-31.5328542","-68.5263746","4307514","B"
"388","AV. ALEM","527","CAPITAL","CAPITAL","5400","-31.54110249","-68.53158069","No registrado","S/D"
"389","JAIME GUARDIOLA","S/N","CAUCETE","CAUCETE","5442","-31.6664032","-68.2691819","4302303","F"
"390","CASAS VIEJAS","S/N","CASAS VIEJAS","CAUCETE","5442","-31.3772151","-67.8034246","No registrado","F"
"391","SAN MARTIN Y CORDOBA","S/N","CAUCETE","CAUCETE","5442","-31.6550351","-68.2840738","No registrado","F"
"392","JAIME BORONET Y CORREA","S/N","Bº BERMEJO","CAUCETE","5442","-31.6659283","-68.269147","4302299","F"
"393","25 DE MAYO  Y PROYECTADA Nº 5","S/N","CHIMBAS","CHIMBAS","5413","-31.4986407","-68.5696887","No registrado","S"
"394","CALLE PROYECTADA ","S/N","B° CENTENARIO","CHIMBAS","5413","-31.4930613","-68.5461778","No registrado","O"
"395","TAMBOR DE TACUARI M:L","18","CHIMBAS","CHIMBAS","5413","-31.5053718","-68.5907004","4307841","O"
"396","LOPEZ MANSILLA","S/N","VILLA DEL SALVADOR","CHIMBAS","5413","-31.5099051","-68.534631","4307624, 4307929","S"
"397","ALEM","S/N","  Bº NORTE","CHIMBAS","5413","-31.4950121","-68.543604","4307619","S"
"398","MENDOZA","2371","CHIMBAS NORTE","CHIMBAS","5413","-31.4798101","-68.5317716","No registrado","S"
"399","NECOCHEA","1514","CHIMBAS","CHIMBAS","5413","-31.5010235","-68.5084387","4302460","S"
"400","NEUQUEN","S/N","B° LOS TAMARINDO","CHIMBAS","5413","-31.4986182","-68.5699959","4302371","S"
"401","GOBERNADOR ROJAS","998","CHIMBAS","CHIMBAS","5413","-31.4996412","-68.5305766","No registrado","S"
"402","GRECO Y SANTA CRUZ","S/N","B° LOS ANDES","CHIMBAS","5413","-31.5020337","-68.5135984","4307849","S"
"403","SANTAFE Y ESMERALDA","774","CHIMBAS","CHIMBAS","5413","-31.5070132","-68.5230908","No registrado","S"
"404","BELGRANO Y MALVINAS ARGENTINAS ENTRE BEL. Y M. ARG","S/N","ANGUALASTO","IGLESIA","5467","-30.0543387","-69.173277","No registrado","L"
"405","SANTO DOMINGO","4125","RODEO","IGLESIA","5467","-30.211636","-69.136567","4302397","L"
"406","JUAN DOMINGO PERON","S/N","RODEO","IGLESIA","5467","-30.2116046","-69.1366196","4302122","L"
"407","RIVADAVIA","854","SAN JOSE DE JACHAL","JACHAL","5460","-30.2429906","-68.7497953","4302014","G"
"408","PROYECTADA ENTRE CALLE 1 Y 2","S/N","B° SAN JOSE","JACHAL","5460","-30.2432969","-68.7544364","4302307","G"
"409","LAPRIDA","S/N","VILLA 9 DE JULIO","9 DE JULIO","5417","-31.6687829","-68.3910906","No registrado","P"
"410","ATENCIO Y PROYECTADA","S/N","POCITO","POCITO","5427","-31.649094","-68.5819234","4302181, 4307685","R"
"411","CHACABUCO Y COSTA CANAL","S/N","QUINTO CUARTEL","POCITO","5427","-31.7756401","-68.5157233","4307682","R"
"412","FRIAS","4750","POCITO NORTE","POCITO","5427","-31.5855733","-68.5547264","4302227","R"
"413","VIDART (ENTRE 6 Y CALLE 51)","S/N","POCITO","POCITO","5427","-31.5982337","-68.5715233","4307795","R"
"414","MENDOZA Y CALLE 14","S/N","RINCONADA","POCITO","5427","-31.6903471","-68.5726332","4302928","R"
"415","ALFONSINA STORNI Y MAURIN","S/N","VILLA ABERASTAIN","POCITO","5427","-31.6579109","-68.58372","4302274","R"
"416","DR. ORTEGA Y FRANCIA","S/N","RAWSON","RAWSON","5406","-31.5701986","-68.5617464","No registrado","R"
"417","RAMELA ENTRE ANTONIO DE LA TORRE Y SANTIAGO PAREDES","S/N"," Bº BORGES","RAWSON","5406","-31.5571487","-68.5080053","4307687","R"
"418","PROGRESO Y BALMACEDA","S/N"," Bº SIERRAS MORADAS","RAWSON","5406","-31.5838297","-68.5054271","No registrado","R"
"419","S/N","S/N","Bº VALLE GRANDE","RAWSON","5406","-31.5674185","-68.5999552","4302414","R"
"420","BOULEVARD SARMIENDO Y CONECTOR SUR","S/N","Bº LA ESTACION","RAWSON","5406","-31.5798272","-68.5504467","4307827","R"
"421","QUIROZ Y CALINGASTA","S/N","B° 24 DE NOVIEMBRE","RAWSON","5406","-31.5838889","-68.5322162","4302374","R"
"422","MENDOZA","3712","VILLA KRAUSE","RAWSON","5406","-31.5786689","-68.5321854","4307767","R"
"423","CHUBUT Y SANTA CRUZ","S/N","LA BEBIDA","RIVADAVIA","5407","-31.5393684","-68.6298094","4307611","O"
"424","COSTA CANAL","1050","B° MARQUESADO","RIVADAVIA","5407","-31.5141622","-68.6168452","4302304","O"
"425","JORGE LUIS BORGES","S/N","Bº NATANIA XV","RIVADAVIA","5407","-31.5349911","-68.6006367","4307600","O"
"426","RASTREADOR CALIVAR Y REPUBLICA DEL LIBANO    ","S/N","B° PIUQUEN","RIVADAVIA","5407","-31.5489218","-68.5901024","4302293","O"
"427","PROYECTADA Y COMERCIO ","S/N","B° PIUQUEN","RIVADAVIA","5407","-31.5465887","-68.625517","4302314","O"
"428","AV. NAZARIO BENAVIDEZ","7500","RIVADAVIA","RIVADAVIA","5407","-31.5105376","-68.6198533","No registrado","O"
"429","RAWSON ","S/N","VILLA ALEM","SAN MARTIN","5439","-31.5550129","-68.3350067","4302094","P"
"430","RUTA N° 295 PUNTA DEL MEDANO","S/N","COCHAGUAL","SARMIENTO","5441","-31.9560651","-68.6598561","4302092, 4302119","R"
"431","RUTA N° 295 PUNTA DEL MEDANO","S/N","COCHAGUAL","SARMIENTO","5441","-31.8933822","-68.4163483","4302076","R"
"432","CHUBUT","S/N","LOS BERROS","SARMIENTO","5441","-31.9527214","-68.6558883","4302080","R"
"433","H. IRIGOYEN","5260","LA LEGUA","SANTA LUCIA","5411","-31.5542342","-68.4678385","4307565","P"
"434","BALCARCE","2262","COLONIA GUTIERREZ","SANTA LUCIA","5411","-31.510173","-68.4649571","4307580","P"
"435","CARLOS LENCINA ESTE Y AV. DE CIRCUNVALACION","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5464989","-68.5026573","4307525","P"
"436","GORRITI Y LOS ALMENDROS","S/N","SANTA LUCIA","SANTA LUCIA","5411","-31.5439444","-68.4956167","4307697","P"
"437","SOLDADO ARGENTINO Y ROSARIO QUIROGA","S/N","VILLA AURORA","ULLUM","5409","-31.4731085","-68.7461025","4302441","O"
"438","CALLE 20 ENTRE 13 Y 14","S/N","CAMPOS DE AIBILi","25 DE MAYO","5443","-31.82666086","-68.2455383","4307954","Y"
"439","RUTA PROVINCIAL Nº 279 ENTRE CALLE SAN MARTIN Y 20","S/N","25 DE MAYO","25 DE MAYO","5443","-31.8184341","-68.3269739","4307956","Y"
"440","CALLE 4 Y ENFERMERA MEDINA","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.7453826","-68.3247523","No registrado","Y"
"441","ENFERMERA MEDINA","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.7423479","-68.3135138","4302489","Y"
"442","PATRICIAS SANJUANINAS Y CoRDOBA","S/N","VILLA SAN AGUSTIN","VALLE FERTIL","5449","-30.6408358","-67.4573412","4302271","M"
"443","FRAY JUSTO SANTA MARIA DE ORO ","S/N","ZONDA","ZONDA","5401","-31.5367965","-68.7154811","4307702","O"
"444","AV. ARGENTINA Y GuEMES","S/N","ZONDA","ZONDA","5401","-31.5489539","-68.7325821","4307714","O"
"445","FLORIDA","2582","RAWSON","RAWSON","5425","-31.56082","-68.55826","2644340048","V"
"446","SANTA MARIA DE ORO","116","VILLA GENERAL SAN MARTIN","ALBARDON","5419","-31.43996","-68.52117","2644911091","V"
"447","SEGOVIA","692","VILLA DEL SALVADOR","ANGACO","5415","-31.453","-68.40485","2644972016","V"
"448","DOMINGO FAUSTINO SARMIENTO","S/N","VILLA DEL SALVADOR","ANGACO","5439","-31.44313","-68.44035","26454528787","V"
"449","PRESIDENTE ROCA","180","BARREAL","CALINGASTA","5405","-31.64201","-69.47166","2644859487","V"
"450","SAN LUIS","139","CAPITAL","CAPITAL","5400","-31.53302","-68.52435","2644211809","V"
"451","AV. LIBERTADOR","1847","CAPITAL","CAPITAL","5400","-31.53122","-68.55156","264231531","V"
"452","ENTRE RIOS","744","CAPITAL","CAPITAL","5400","-31.54329","-68.52644","2644214128","V"
"453","AV. IGNACIO DE LA ROZA","1160","CAPITAL","CAPITAL","5400","-31.53766","-68.54372","264220082","V"
"454","SAN LUIS","537","CAPITAL","CAPITAL","5400","-31.53346","-68.53428","2644225585","V"
"455","AV. LIBERTADOR 96","96","CAPITAL","CAPITAL","5400","-31.53529","-68.52694","2644320383","V"
"456","RIVADAVIA","47","CAPITAL","CAPITAL","5400","-31.53634","-68.52647","2644202622","V"
"457","SARMIENTO","378","CAPITAL","CAPITAL","5400","-31.52994","-68.52954","2644212250","V"
"458","BRASIL","2661","CAPITAL","CAPITAL","5400","-31.54479","-68.56196","2644264369","V"
"459","9 DE JULIO","678","CAPITAL","CAPITAL","5400","-31.5417","-68.516","2644201948","V"
"460","ESTADOS UNIDOS","601","CAPITAL","CAPITAL","5400","-31.54059","-68.51174","2644224666","V"
"461","BRASIL","1051","CAPITAL","CAPITAL","5400","-31.54286","-68.51128","2644218772","V"
"462","TUCUMAN","315","CAPITAL","CAPITAL","5400","-31.53032","-68.52344","2644203963","V"
"463","TUCUMAN","328","CAPITAL","CAPITAL","5400","-31.52227","-68.52288","2644111120","V"
"464","AV. RIOJA","1517","CAPITAL","CAPITAL","5400","-31.51723","-68.52312","2644214322","V"
"465","GRAL. ACHA","1211","CAPITAL","CAPITAL","5400","-31.55007","-68.52314","2644224800","V"
"466","AV. IGNACIO DE LA ROZA","2033","CAPITAL","CAPITAL","5400","-31.53772","-68.55433","2644234320","V"
"467","SEGUNDINO NAVARRO","1163","CAPITAL","CAPITAL","5400","-31.54829","-68.54159","2644277283","V"
"468","9 DE JULIO","809","CAPITAL","CAPITAL","5400","-31.54199","-68.51416","2644216144","V"
"469","25 DE MAYO","430","CAPITAL","CAPITAL","5400","-31.53116","-68.52025","2644229971","V"
"470","AV. LEANDRO ALEM","538","CAPITAL","CAPITAL","5400","-31.54132","-68.53113","2644214580","V"
"471","LA PAZ","215","VILLA GENERAL SAN MARTIN","ALBARDON","5419","-31.43414","-68.52787","2645268770","v"
"472","SAN LUIS","235","CAPITAL","CAPITAL","5400","-31.53326","-68.52956","2644228325","V"
"473","SAN LUIS","247","CAPITAL","CAPITAL","5400","-31.53327","-68.52968","2644212135","V"
"474","MATIAS ZAVALLA","57","CAPITAL","CAPITAL","5400","-31.53175","-68.54965","No registrado","V"
"475","JUSTO JOSE URQUIZA","374","DESAMPARADOS","CAPITAL","5400","-31.53829","-68.54482","2644203855","V"
"476","AV. ESPANA","309","CAPITAL","CAPITAL","5400","-31.53134","-68.53689","2644202588","V"
"477","AV. RAWSON","471","CAPITAL","CAPITAL","5400","-31.53919","-68.51479","2644210723","V"
"478","GRAL. PAZ 346 (O) CP:J5400","346","CAPITAL","CAPITAL","5400","-31.54195","-68.53025","2644222262","V"
"479","CHILE","469","CAPITAL","CAPITAL","5400","-31.52621","-68.52035","2644201520","V"
"480","GRAL. ACHA","1501","TRINIDAD (CAP)","CAPITAL","5400","-31.55427","-68.52278","2644201620","V"
"481","AV. LIBERTADOR","1840","CAPITAL","CAPITAL","5400","-31.53056","-68.5517","2644260286","V"
"482","ALVEAR","84","CAPITAL","CAPITAL","5400","-31.53052","-68.55131","2644262364","V"
"483","AV. IGNACIO DE LA ROZA","2574","CAPITAL","CAPITAL","5400","-31.5385","-68.56236","2644230596","V"
"484","SANTA FE","136","CAPITAL","CAPITAL","5400","-31.53923","-68.52738","No registrado","V"
"485","SATURNINO SARASSA","256","CAPITAL","CAPITAL","5400","-31.553","-68.52016","2644218963","V"
"486","CATAMARCA","147","CAPITAL","CAPITAL","5400","-31.53624","-68.5305","2644272483","V"
"487","GRAL. ACHA","426","CAPITAL","CAPITAL","5400","-31.5392","-68.52399","2644202223","V"
"488","MAIPU","253","CAPITAL","CAPITAL","5400","-31.52959","-68.56055","2644212250","V"
"489","AV. CORDOBA","266","CAPITAL","CAPITAL","5400","-31.53979","-68.52968","2644228987","V"
"490","ABERASTAIN","22","CAPITAL","CAPITAL","5400","-31.53384","-68.5188","2644221047","V"
"491","SAN MARTIN","1120","CAPITAL","CAPITAL","5400","-31.54478","-68.50799","2644213864","A"
"492","GRAL. PAZ","44","CAPITAL","CAPITAL","5400","-31.52606","-68.52041","2644201520","V"
"493","MATIAS ZAVALLA","205","CAPITAL","CAPITAL","5400","-31.53014","-68.54919","2644267743","V"
"494","LAPRIDA","348","CAPITAL","CAPITAL","5400","-31.54076","-68.52933","No registrado","V"
"495","TUCUMAN 575 (N) CP:5400","575","CAPITAL","CAPITAL","5400","-31.52662","-68.5238","2644215223","V"
"496","GUEMES","44","CAPITAL","CAPITAL","5400","-31.53518","-68.52718","2644229025","V"
"497","IGNACIO RODRIGUEZ","131","CAPITAL","CAPITAL","5400","-31.53512","-68.54423","2644221686","V"
"498","AV. CORDOBA","728","CAPITAL","CAPITAL","5400","-31.53934","-68.5156","2645297724","V"
"499","AV. CORDOBA","232","CAPITAL","CAPITAL","5400","-31.54017","-68.5221","2644220580","V"
"500","AV. PAULA ALBARRACIN DE SARMIENTO","255","CAPITAL","CAPITAL","5400","-31.53372","-68.55314","2644230560","V"
"501","JOAQUIN V. GONZALEZ","127","DESAMPARADOS","CAPITAL","5400","-31.52956","-68.56578","2644430595","v"
"502","SANTA FE 158, ESTE","158","CAPITAL","CAPITAL","5400","-31.53871","-68.5234","2644204544","v"
"503","ALVEAR","24","CAPITAL","CAPITAL","5400","-31.53155","-68.55107","No registrado","v"
"504","SANTA FE","295","CAPITAL","CAPITAL","5400","-31.53881","-68.52157","2644210306","v"
"505","LAPRIDA","54","CAPITAL","CAPITAL","5400","-31.53514","-68.52516","2645143803","v"
"506","25 DE MAYO","125","CAPITAL","CAPITAL","5400","-31.54691","-68.52506","2644220494","v"
"507","25 DE MAYO","959","CAPITAL","CAPITAL","5400","-31.53096","-68.54083","2644277512","V"
"508","ESTEBAN ECHEVERRIA","187","CAPITAL","CAPITAL","5400","-31.5304","-68.56344","2644261110","V"
"509","MATIAS ZAVALLA","205","CAPITAL","CAPITAL","5400","-31.53012","-68.54921","2646046066","v"
"510","MENDOZA","1640","B° ANDACOLLO","CHIMBAS","5413","-31.49191","-68.53221","2644313622","V"
"511","NEUQUEN","103","CHIMBAS","CHIMBAS","5413","-31.50572","-68.53323","2644311922","V"
"512","FRAY JUSTO STA. MARIA DE ORO","291","VILLA ABERASTAIN (POC)","POCITO","5427","-31.65746","-68.58117","2644464115","V"
"513","BOULEVARD SARMIENTO","489","VILLA KRAUSE","RAWSON","5425","-31.51304","-68.50682","2644241505","V"
"514","MONSENOR ORZALI","S/N","B° MONSENOR ORZALI","RAWSON","5425","-31.57182","-68.54076","2644285206","V"
"515","YAPEYU","824","B° CAPITAN LAZO","RAWSON","5425","-31.56621","-68.53999","2644240448","V"
"516","HIOPLITO IRIGOYEN","1030","RAWSON","RAWSON","5425","-31.5576","-68.56812","2644342244","V"
"517","MENDOZA","3368","B° RESIDENCIAL","RAWSON","5425","-31.57435","-68.5308","2644288230","V"
"518","SANTA ROSA Y SIVORI","S/N","VILLA KRAUSE","RAWSON","5425","-31.57756","-68.54106","2644816872","V"
"519","GENOVA","1501","RAWSON","RAWSON","5425","-31.55935","-68.53708","2644242222","V"
"520","COMANDANTE CABOT","112","RAWSON","RAWSON","5425","-31.55995","-68.52622","2644224134","V"
"521","CALVENTO","339","RAWSON","RAWSON","5425","-31.5797","-68.53821","2644281128","V"
"522","AV. LIBERTADOR GRAL. SAN MARTIN","5059","RIVADAVIA","RIVADAVIA","5407","-31.52957","-68.59056","2644332533","V"
"523","FLORENTINO AMEGUINO","334","CAPITAL","CAPITAL","5400","-31.53644","-68.54696","No registrado","v"
"524","25 DE MAYO","470","CAPITAL","CAPITAL","5400","-31.53229","-68.53317","2646609996","V"
"525","ARNOBIO SANCHEZ","1620","B° PARQUE RIVADAVIA NORTE","RIVADAVIA","5407","-31.51369","-68.58481","2644234736","V"
"526","AV. IGNACIO DE LA ROZA","1516","RIVADAVIA","RIVADAVIA","5407","-31.52827","-68.57752","2644292366","V"
"527","CALLEJON DE LOS RIOS S/N","S/N","RIVADAVIA","RIVADAVIA","5407","-31.51192","-68.60207","2644234305","V"
"528","PABLO DMARCO","5756","B° CAMUS","RIVADAVIA","5407","-31.53183","-68.59809","2644331198","V"
"529","AV. LIBERTADOR GRAL. SAN MARTIN","3880","RIVADAVIA","RIVADAVIA","5407","-31.5284","-68.57746","2644235013","V"
"530","AV. LIBERTADOR GENERAL SAN MARTIN","3880","RIVADAVIA","RIVADAVIA","5407","-31.5284","-68.57746","2644235013","V"
"531","HIPOLITO IRIGOYEN","1273","VILLA SAN FRANCISCO","RIVADAVIA","5400","-31.54342","-68.56649","2644266794","O"
"532","HIPOLITO IRIGOYEN","2269","RIVADAVIA","RIVADAVIA","5407","-31.553565","-68.56708","2644464977","A"
"533","SARGENTO CABRAL","4995","RIVADAVIA","RIVADAVIA","5407","-31.51571","-68.58803","2644212951","V"
"534","MEGLIOLI","372","B° HAUZIHUL","RIVADAVIA","5407","-31.5294","-68.59425","2644237647","V"
"535","LOS ALAMOS","528","RIVADAVIA","RIVADAVIA","5407","-31.53361","-68.57909","2644836941","V"
"536","AV. RAWSON","S/N","LA PUNTILLA","SAN MARTIN","5439","-31.55386","-68.33936","2644971266","V"
"537","MARTINEZ LOPEZ","S/N","MEDIAGUA","SARMIENTO","5435","-31.98139","-68.42592","2644941538","V"
"538","RAMON FRANCO","2119","SANTA LUCIA","SANTA LUCIA","5411","-31.53876","-68.49735","2644253757","V"
"539","PELLEGRINI","3700","SANTA LUCIA","SANTA LUCIA","5411","-31.53997","-68.47811","2645124603","V"
"540","PELAGIO LUNA","312","SANTA LUCIA","SANTA LUCIA","5411","-31.53777","-68.49113","2644251289","V"
"541","SARMIENTO","1951","SANTA LUCIA","SANTA LUCIA","5411","-31.53663","-68.50011","2644253161","V"
"542","9 DE JULIO Y RAWSON","S/N","VILLA SANTA ROSA","25 DE MAYO","5443","-31.74376","-68.3152","2644978013","Y"
"543","AV. LEANDRO ALEM","758","CAPITAL","CAPITAL","5400","-31.543732516206365","-68.5310098164988","","A"
"544","EL CEIBO Y LOS ZORZALES ","S/N","MARQUESADO","RIVADAVIA","5407","-31.513627","-68.614079","","O"
"545","INTERNA ","S/N","B° SANTA MARIA CONJUNTO 3","CHIMBAS","5413","-31.47594","-68.50784","","S"